,nb_link,nb_id,cell_no,source_x,Mike_label_readable,Ge_label_readable
38,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1236355.ipynb,1236355,12,"['# another example\n', ""movie_title = 'finding dory'\n"", ""r = requests.get('http://www.omdbapi.com/?t='+movie_title+'&r=json&type=movie')\n"", 'print r.status_code\n', 'r.json()']",WRANGLE,EXPLORE
46,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1236355.ipynb,1236355,20,"['# save that list as a new column\n', ""top_movies['year'] = years\n"", 'top_movies']",WRANGLE,EXPLORE
49,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1236355.ipynb,1236355,23,"['# create a new column and set a default value\n', ""movies['yearsr'] = None\n"", 'movies.head()']",WRANGLE,EXPLORE
50,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1236355.ipynb,1236355,24,"[""# loc method allows you to access a DataFrame element by 'label'\n"", ""movies.loc[0, 'year'] = 1994\n"", 'movies.head()']",WRANGLE,EXPLORE
719,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1240128.ipynb,1240128,2,"['num_features = 300\n', ""model = gensim.models.Word2Vec.load_word2vec_format('/home/bahbbc/Documents/personality_1', encoding='utf8', unicode_errors='ignore')\n"", ""#model = Word2Vec.load_word2vec_format('/home/bahbbc/Documents/teste-personalidade/personality_1',binary=True)\n"", 'model.init_sims(replace=True)']",WRANGLE,MODEL
725,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1240128.ipynb,1240128,10,"['def predict(vectorizer, classifier, data):\n', ""    data_features = vectorizer.transform(data['formatted_text'])\n"", '    predictions = classifier.predict(data_features)\n', ""    target = data['openness_m']\n"", '    evaluate_prediction(predictions, target)']",MODEL,EVALUATE
193,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1242788.ipynb,1242788,8,"[""player_stats = df[['winner_name','w_ace', 'w_df', 'w_svpt','w_1stIn','w_1stWon','w_2ndWon','w_SvGms','w_bpFaced','w_bpSaved']].groupby(['winner_name']).filter(lambda x: len(x) > 100).groupby(['winner_name']).agg(['mean', 'count'])\n"", '\n', ""player_stats.loc['Andy Murray']['w_ace']""]",EXPLORE,WRANGLE
176,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1242794.ipynb,1242794,45,"['#data = [\n', '#    Histogram(\n', '#        x= abs(lm.predict(x_test) - y_test)\n', '#    )\n', '#]\n', '#iplot(data)\n', 'lm.predict(x_test) - y_test']",MODEL,EVALUATE
184,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1242794.ipynb,1242794,56,"['perm_data_15.ix[perm_data_15[\'CASE_STATUS\'].str.startswith(""C""), \'ACCEPTED_CLASS\'] = \'2\'\n', 'perm_data_15.ix[perm_data_15[\'CASE_STATUS\'].str.startswith(""D""), \'ACCEPTED_CLASS\'] = \'1\'']",WRANGLE,EXPLORE
747,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1245037.ipynb,1245037,2,"['#Connect to the remote database with paramaters provided\n', 'import pandas as pd\n', '#import psycopg2 \n', 'import sqlalchemy\n', '\n', '\n', ""engine = sqlalchemy.create_engine('postgresql://dsi_student:gastudents@dsi.c20gkj5cvu3l.us-east-1.rds.amazonaws.com:5432/northwind')\n"", '\n', '# This can work but sometime there are issues with the connection being specifically supported by psql\n', '# params = {\n', ""#   'dbname': 'northwind',\n"", ""#   'user': 'dsi_student',\n"", ""#   'password': 'gastudents',\n"", ""#   'host': 'dsi.c20gkj5cvu3l.us-east-1.rds.amazonaws.com',\n"", ""#   'port': 5432\n"", '# }\n', '\n', '# conn = psycopg2.connect(**params)']",WRANGLE,IMPORT
1668,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1249011.ipynb,1249011,4,"[""BaseAlgs = [{'BaseAlg':'SimpleExponentialSmoothing', 'BaseAlgParams':{'alpha':0.1, 'AdaptationPeriod':10}},\n"", ""            {'BaseAlg':'AdaptiveExponentialSmoothing', 'BaseAlgParams':{'alpha':0.2,'gamma':0.01, 'AdaptationPeriod':10}}\n"", ""#                  {'BaseAlg':'AdaptiveSimpleExponentialSmoothing', 'BaseAlgParams':{'alpha':0.1, 'gamma':0.01}},\n"", ""#                 {'BaseAlg':'TheilWageSmoothing', 'BaseAlgParams':{'alpha':0.3, 'beta':0.9,'delta':0.9}}\n"", ']']",MODEL,WRANGLE
1669,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1249011.ipynb,1249011,5,"['for ba in range(len(BaseAlgs)):\n', '    print(BaseAlgs[ba][\'BaseAlg\']+""(x,h,""+""BaseAlgs[""+str(ba)+""][\'BaseAlgsParams\'])"")']",MODEL,EXPLORE
